PPSORT,AGEIMM,BedRm,CMA,CONDO,COW,DIST,GENSTAT,HHSIZE,IMMCAT5,MODE,MTNEn,MTNFr,NAICS,NOC16,NOCS,PKIDS,POWST,PR,PRIHM,PWDUR,PWLEAVE,ROOMS,Sex,SHELCO,Subsidy,Tenur,VisMin,Wages,WKSWRK,aboriginal,age,STEM,YrEd,PrMinWage_V,PrMinWage_Vstat,PartTime,Married
639924,7,2,535,0,1,17,1,5,21,6,0,0,15,11,4,1,4,35,0,70,9,5,0,1100,0,2,1,130000,50.5,0,37,0,17,11.25,11.25,0,1
872075,6,2,535,0,1,2,1,5,23,7,0,0,17,19,7,1,4,35,1,7,9,5,1,1300,1,2,1,16000,50.5,0,37,0,9,11.25,11.25,0,1
353528,0,2,933,0,1,7,3,2,1,6,1,0,19,6,2,0,5,59,0,52,6,4,0,1300,0,2,0,40000,24.5,0,32,0,14,10.45,10.45,0,1
725004,0,3,462,0,1,7,4,4,1,2,1,0,8,27,8,1,5,24,1,22,6,5,0,600,1,2,0,19000,44,0,52,0,9,10.75,10.75,0,0
869704,0,5,933,0,1,35,3,6,1,7,1,0,15,17,6,1,6,59,0,22,7,9,1,200,1,2,0,6000,14.5,0,22,0,12,10.45,10.45,0,0
525699,6,5,933,0,1,7,1,2,21,2,1,0,7,20,7,0,4,59,0,7,8,10,0,1700,0,2,1,16000,44,0,52,0,15,10.45,10.45,1,1
624765,4,2,577,0,1,7,1,4,23,2,0,0,5,30,10,1,4,35,1,22,7,4,0,1200,0,2,1,50000,50.5,0,37,0,12,11.25,11.25,0,0
516769,0,2,462,0,1,2,4,2,1,7,1,0,17,19,7,1,4,24,1,7,5,3,1,800,0,2,0,46000,50.5,0,52,0,13,10.75,10.75,0,1
412257,1,3,535,0,1,12,1,4,23,6,0,0,17,22,7,1,4,35,0,70,9,5,0,400,1,2,1,5000,24.5,0,22,0,12,11.25,11.25,1,0
415058,0,4,535,0,1,12,1,7,22,2,0,0,7,3,1,1,6,35,0,22,9,6,1,2100,0,2,1,23000,44,0,32,0,16,11.25,11.25,0,0
115816,0,3,999,0,1,17,4,3,1,5,1,0,5,26,8,1,5,48,1,22,7,7,1,1300,0,2,0,19000,50.5,1,27,0,12,11.2,11.2,0,1
310877,8,2,462,1,1,2,1,3,21,6,0,0,7,18,7,1,4,24,0,37,8,4,0,1000,0,2,0,25000,50.5,0,47,0,18,10.75,10.75,0,1
475030,8,2,462,1,1,7,1,4,21,6,0,0,13,21,7,1,6,24,1,70,14,4,1,900,0,2,0,34000,44,0,42,0,13,10.75,10.75,0,1
872588,9,3,933,0,1,22,1,5,21,2,0,0,88,5,2,1,5,59,1,37,7,5,0,2000,0,2,0,75000,44,0,47,0,14,10.45,10.45,0,1
357389,0,3,588,0,1,35,4,3,1,2,1,0,19,15,5,1,6,35,1,37,7,6,0,1400,0,2,0,59000,50.5,0,52,0,14,11.25,11.25,0,0
869049,7,2,933,0,1,2,1,4,21,7,0,0,7,22,7,1,4,59,1,7,14,4,1,1600,1,2,1,27000,50.5,0,42,0,18,10.45,10.45,0,1
812248,4,3,535,0,1,12,1,4,22,6,1,0,7,22,7,1,6,35,0,37,5,7,1,1100,1,2,1,72000,44,0,37,0,12,11.25,11.25,0,0
13171,0,4,535,0,1,2,3,2,1,6,1,0,19,6,2,0,4,35,0,7,8,10,1,1700,0,2,0,59000,50.5,0,37,1,14,11.25,11.25,0,1
45946,0,3,999,0,1,2,4,2,1,2,1,0,19,2,1,0,4,47,1,7,7,5,1,1100,0,2,0,33000,50.5,0,57,0,14,10.5,10.5,0,1
707574,0,2,835,0,1,2,4,2,1,2,1,0,9,9,3,0,5,48,1,37,8,5,1,1500,0,2,0,55000,50.5,0,27,0,12,11.2,11.2,0,1
95,8,1,535,1,1,2,1,2,21,1,0,0,12,9,3,0,4,35,1,7,8,3,1,1800,0,2,1,37000,50.5,0,37,0,18,11.25,11.25,0,1
523969,5,2,933,0,1,2,1,4,21,2,0,0,7,3,1,1,4,59,1,7,6,3,0,1100,1,2,1,31000,50.5,0,42,0,15,10.45,10.45,0,1
90740,0,1,999,0,1,2,2,2,1,2,0,0,7,22,7,0,4,35,0,37,9,2,0,1000,0,2,0,16000,50.5,0,62,0,12,11.25,11.25,1,1
844445,5,2,535,0,1,2,1,2,21,7,0,0,17,23,7,1,4,35,1,22,9,4,1,1200,0,2,1,25000,50.5,0,27,0,12,11.25,11.25,0,0
293780,0,3,999,0,1,12,4,4,1,2,1,0,7,3,1,1,5,35,0,7,5,6,0,1200,0,2,0,35000,50.5,1,42,0,12,11.25,11.25,0,1
277504,0,3,999,0,1,2,4,5,1,7,1,0,7,19,7,1,4,59,1,7,8,7,0,400,1,2,0,14000,50.5,0,32,0,9,10.45,10.45,1,0
254293,0,2,999,0,1,2,4,2,1,2,1,0,3,8,2,0,4,59,1,7,7,5,0,900,0,2,0,61000,50.5,0,32,0,17,10.45,10.45,0,1
139935,8,2,535,0,1,12,1,2,23,2,1,0,6,26,8,1,4,35,1,37,5,4,0,1200,0,2,1,28000,50.5,0,57,0,9,11.25,11.25,0,0
26442,5,2,462,0,1,2,1,4,23,2,0,0,5,23,7,1,4,24,1,37,7,4,1,800,0,2,1,16000,50.5,0,47,0,9,10.75,10.75,0,1
319924,0,2,999,0,1,2,4,2,1,2,0,1,15,12,4,0,4,24,0,7,7,4,1,600,0,2,0,38000,50.5,0,47,0,14,10.75,10.75,0,1
367799,7,2,535,1,1,2,1,4,22,2,0,0,9,17,6,1,4,35,1,7,9,4,1,1400,0,2,1,33000,50.5,0,37,0,16,11.25,11.25,0,1
295414,0,2,825,0,1,2,3,2,1,2,1,0,17,3,1,0,4,48,0,7,8,4,1,1400,0,2,0,36000,44,0,27,0,12,11.2,11.2,0,1
187504,10,1,535,0,1,2,1,3,21,2,0,0,5,30,10,1,6,35,1,7,7,3,1,1300,0,2,1,26000,50.5,0,47,0,16,11.25,11.25,0,1
549510,0,3,462,0,1,2,2,3,1,2,1,0,17,1,1,1,4,24,1,7,8,5,1,400,0,2,0,47000,50.5,0,47,0,14,10.75,10.75,0,1
165819,0,2,999,0,1,2,4,2,1,2,1,0,19,2,1,0,4,35,0,7,6,4,1,900,0,2,0,110000,50.5,0,37,0,16,11.25,11.25,0,1
363252,0,3,539,1,1,2,4,4,1,5,1,0,7,22,7,1,4,35,0,7,14,7,0,1300,0,2,0,16000,50.5,0,32,0,12,11.25,11.25,1,1
180122,0,3,505,0,1,2,4,2,1,2,1,0,5,21,7,1,4,35,1,7,7,6,0,1500,0,2,0,16000,24.5,0,47,0,14,11.25,11.25,0,0
438463,0,4,205,0,1,2,4,2,1,7,1,0,16,23,7,0,4,12,1,22,6,6,0,1000,0,2,0,31000,50.5,0,57,0,12,10.7,10.7,0,1
255201,4,3,535,0,1,12,1,4,22,6,1,0,18,28,9,1,4,35,0,52,9,5,1,700,1,2,1,65000,14.5,0,42,0,9,11.25,11.25,0,1
888321,7,3,205,0,1,22,1,3,21,2,1,0,19,6,2,0,4,12,0,70,7,7,0,1800,0,2,0,42000,50.5,0,42,0,16,10.7,10.7,0,1
133646,3,1,535,0,1,7,1,3,23,2,0,0,5,29,10,1,4,35,1,37,14,3,0,1100,0,2,1,28000,50.5,0,47,0,9,11.25,11.25,0,1
456794,0,2,799,0,1,7,4,2,1,2,1,0,17,21,7,0,4,47,1,22,14,5,0,1100,0,2,0,7000,50.5,0,27,0,15,10.5,10.5,1,1
737234,0,4,835,1,1,17,4,2,1,2,1,0,4,10,3,0,5,48,0,37,6,7,1,1700,0,2,0,61000,44,0,22,1,14,11.2,11.2,0,1
849275,0,2,535,1,1,2,4,2,1,6,1,0,11,15,5,0,4,35,0,37,8,4,0,2700,0,2,0,140000,50.5,0,32,0,16,11.25,11.25,0,1
273316,7,3,835,0,1,2,1,4,21,6,0,0,15,15,5,1,4,48,0,22,7,8,0,600,0,2,1,30000,44,0,37,0,16,11.2,11.2,1,1
559629,0,2,835,0,1,7,4,2,1,2,0,1,12,5,2,1,4,48,1,37,7,4,0,1500,0,2,0,83000,50.5,0,47,0,16,11.2,11.2,0,0
334694,0,1,535,0,1,2,4,2,1,7,1,0,7,20,7,0,4,35,0,37,9,3,0,1000,0,2,0,6000,50.5,0,17,0,9,11.25,11.25,1,1
218954,0,1,462,0,1,12,1,2,3,2,0,1,7,3,1,0,6,24,1,37,9,2,1,1200,0,2,0,23000,44,0,27,0,14,10.75,10.75,0,1
914456,0,2,535,0,1,17,4,2,1,1,1,0,19,8,2,1,4,35,0,22,7,4,1,2100,0,2,0,1,5,0,62,0,16,11.25,11.25,0,0
300083,0,3,825,0,1,22,4,3,1,2,1,0,4,4,1,1,4,48,1,70,6,5,0,1400,0,2,0,14000,34.5,0,27,1,14,11.2,11.2,1,1
534782,0,2,535,0,1,2,2,2,1,6,1,0,19,88,88,1,4,35,1,22,5,4,1,1900,0,2,1,120000,44,0,47,0,0,11.25,11.25,0,0
648895,0,2,462,0,1,7,2,6,1,5,0,0,17,21,7,1,4,24,0,22,9,5,1,1000,0,2,1,7000,50.5,0,22,0,14,10.75,10.75,1,0
624008,0,2,555,0,1,2,4,4,1,2,1,0,17,21,7,1,4,35,0,7,14,4,0,1100,0,2,0,12000,50.5,0,27,0,9,11.25,11.25,1,1
740444,0,2,462,0,1,2,4,2,1,1,0,1,16,21,7,0,4,24,1,7,14,5,0,1600,0,2,0,11000,34.5,0,27,0,16,10.75,10.75,1,1
845918,0,4,999,0,1,2,1,2,21,5,0,0,10,88,88,0,4,12,0,7,8,7,0,900,0,2,1,44000,50.5,0,32,0,16,10.7,10.7,0,1
594951,7,2,535,0,1,12,1,4,23,2,0,0,13,28,9,1,4,35,1,22,6,4,1,1300,1,2,1,44000,34.5,0,47,0,14,11.25,11.25,0,1
717089,0,3,999,0,1,17,4,3,1,2,1,0,14,16,5,1,5,35,1,37,7,6,0,1800,0,2,0,27000,44,0,32,0,14,11.25,11.25,1,0
766250,9,1,933,0,1,7,1,4,21,2,0,0,13,21,7,1,5,59,1,37,5,3,1,1000,0,2,1,28000,44,0,62,0,13,10.45,10.45,0,1
554956,5,2,462,0,1,7,1,3,21,2,0,0,17,19,7,1,4,24,1,22,14,3,0,800,0,2,1,31000,34.5,0,47,0,12,10.75,10.75,0,0
385436,0,3,935,0,1,2,4,4,1,2,1,0,7,19,7,1,5,59,0,22,8,6,0,1100,0,2,0,27000,50.5,0,32,0,14,10.45,10.45,0,1
881182,0,2,205,0,1,2,4,2,1,2,1,0,7,27,8,1,4,12,0,7,6,4,1,800,0,2,0,12000,24.5,0,17,0,12,10.7,10.7,0,0
158428,6,1,535,0,1,2,1,2,21,6,1,0,13,2,1,0,4,35,0,37,7,2,0,1200,0,2,1,2000,5,0,32,0,18,11.25,11.25,0,1
125236,0,2,999,0,1,12,4,3,1,2,1,0,7,22,7,1,5,59,1,22,7,4,0,1100,0,2,0,28000,14.5,1,27,0,14,10.45,10.45,1,0
49295,0,2,505,0,1,27,4,4,1,2,0,1,7,21,7,1,4,24,0,22,9,4,0,700,0,2,0,2000,50.5,0,22,0,13,10.75,10.75,1,0
47268,0,1,999,0,1,2,4,2,1,5,1,0,2,28,9,0,4,46,0,22,7,3,1,600,0,2,0,39000,44,0,22,0,12,11,11,0,1
870857,0,2,205,0,1,2,2,3,1,7,1,0,15,88,88,1,4,12,0,22,8,5,0,1800,0,2,0,120000,44,0,57,1,18,10.7,10.7,0,1
821000,5,3,462,0,1,12,1,4,22,2,0,1,15,12,4,1,4,24,1,37,6,5,0,1200,0,2,1,10000,50.5,0,37,0,14,10.75,10.75,1,0
292374,0,2,825,1,1,12,4,2,1,2,0,1,18,19,7,0,4,48,1,22,8,5,0,1600,0,2,0,13000,24.5,0,22,0,13,11.2,11.2,0,1
846940,0,2,462,0,1,2,4,3,1,7,0,1,7,3,1,1,4,24,0,22,5,5,0,1000,0,2,0,32000,50.5,0,37,0,13,10.75,10.75,0,1
72405,0,2,999,0,1,7,4,2,1,6,1,0,13,21,7,0,4,35,1,37,7,5,1,800,0,2,0,4000,5,0,27,0,9,11.25,11.25,0,1
882303,0,3,462,0,1,2,3,2,1,2,0,1,14,6,2,1,4,24,1,7,7,6,0,1000,0,2,0,19000,50.5,0,32,0,15,10.75,10.75,0,0
188282,5,4,999,0,1,2,1,2,22,2,1,0,17,4,1,0,4,35,1,7,7,7,1,500,0,2,0,53000,50.5,0,47,0,13,11.25,11.25,0,1
581940,0,2,999,0,1,7,4,3,1,2,1,0,7,3,1,1,5,12,0,7,6,4,0,200,0,2,0,34000,44,0,52,0,12,10.7,10.7,0,1
863108,0,1,535,0,1,35,3,2,1,2,1,0,19,11,4,0,6,35,1,52,7,3,0,1800,0,2,0,85000,50.5,0,32,0,16,11.25,11.25,0,1
928604,0,2,205,0,1,12,4,2,1,2,1,0,18,21,7,1,4,12,0,7,8,5,0,1200,0,2,0,9000,14.5,0,22,0,12,10.7,10.7,0,0
12895,6,1,535,0,1,7,1,2,21,2,0,0,15,12,4,0,6,35,0,22,9,3,1,1300,0,2,1,36000,44,0,57,0,13,11.25,11.25,0,1
683563,0,2,933,0,1,12,4,3,1,2,1,0,12,9,3,1,5,59,1,37,8,3,1,1600,0,2,0,110000,50.5,0,37,1,16,10.45,10.45,0,1
582287,0,2,535,0,1,7,3,3,1,6,1,0,10,21,7,0,4,35,0,70,7,5,0,1500,0,2,0,31000,50.5,0,32,0,9,11.25,11.25,0,1
507647,0,3,535,0,1,2,1,4,3,7,0,0,10,7,2,1,4,35,0,37,8,5,0,2800,0,2,0,81000,34.5,0,32,0,18,11.25,11.25,0,1
227453,0,3,999,0,1,35,4,5,1,2,1,0,12,9,3,1,6,35,1,52,7,5,1,800,0,2,0,62000,44,0,32,1,14,11.25,11.25,0,1
704869,0,2,999,0,1,17,4,2,1,6,1,0,16,23,7,0,5,35,0,37,9,5,0,1200,0,2,0,24000,34.5,0,62,0,12,11.25,11.25,0,1
696271,0,1,999,0,1,2,2,2,1,1,1,0,7,23,7,0,4,59,0,7,9,3,1,800,0,2,0,11000,50.5,1,27,0,12,10.45,10.45,0,1
649144,0,4,999,0,1,2,4,3,1,7,0,1,5,29,10,1,4,24,0,7,5,7,1,1300,0,2,0,10000,50.5,0,32,0,13,10.75,10.75,0,1
590794,0,1,535,0,1,2,4,2,1,1,1,0,18,2,1,0,4,35,1,7,9,3,0,1300,0,2,0,52000,50.5,0,37,0,16,11.25,11.25,0,1
405281,7,2,205,0,1,2,1,5,21,6,0,0,88,88,88,1,4,12,1,52,7,4,1,700,0,2,1,37000,50.5,0,32,0,16,10.7,10.7,0,1
477636,0,3,999,0,1,7,4,2,1,2,0,1,1,28,9,0,4,24,0,7,8,6,1,500,0,2,0,16000,44,0,27,1,16,10.75,10.75,0,1
281172,7,5,535,0,1,12,1,7,22,2,0,0,5,26,8,1,6,35,1,37,6,8,1,1800,0,2,1,41000,44,0,57,0,9,11.25,11.25,0,1
74284,0,3,999,0,1,2,4,2,1,2,0,1,7,20,7,0,4,24,1,22,7,5,0,900,0,2,0,44000,50.5,0,52,0,14,10.75,10.75,0,1
710185,7,2,421,0,1,12,1,4,22,2,0,0,15,23,7,1,5,24,0,22,6,4,0,800,0,2,1,34000,50.5,0,37,0,14,10.75,10.75,0,1
407805,6,2,935,0,1,2,1,3,22,2,1,0,18,15,5,1,4,59,0,7,9,5,0,1000,0,2,0,2000,50.5,0,32,0,18,10.45,10.45,1,1
209773,0,2,535,0,1,7,4,3,1,6,1,0,17,19,7,1,4,35,0,52,14,4,0,1200,0,2,0,18000,44,0,22,0,9,11.25,11.25,0,0
619859,8,1,535,0,1,2,1,3,21,2,0,0,9,2,1,1,4,35,1,22,9,2,1,1300,0,2,1,100000,50.5,0,42,0,18,11.25,11.25,0,1
446090,0,2,999,0,1,12,4,2,1,2,0,1,6,10,3,0,6,24,0,22,7,6,0,700,0,2,0,13000,14.5,0,52,0,14,10.75,10.75,0,1
141223,3,3,559,0,1,2,1,5,22,2,0,0,5,30,10,1,4,35,0,7,9,9,1,1400,0,2,1,40000,50.5,0,22,0,12,11.25,11.25,0,0
92473,2,2,535,0,1,2,1,3,22,6,1,0,7,18,7,1,4,35,1,22,6,4,0,1200,1,2,1,46000,50.5,0,42,0,12,11.25,11.25,0,0
267252,7,3,933,0,1,2,1,6,21,2,0,0,15,11,4,1,4,59,1,7,6,5,0,1500,0,2,1,74000,44,0,47,0,16,10.45,10.45,0,0
751778,0,1,462,1,1,17,4,2,1,2,0,1,8,21,7,0,5,24,1,22,8,3,0,1400,0,2,0,34000,44,0,27,0,14,10.75,10.75,0,1
814756,0,3,999,0,1,12,4,5,1,2,1,0,17,21,7,1,4,10,0,22,14,7,1,1400,0,2,0,15000,24.5,0,42,1,14,10.5,10.5,0,1
804653,0,2,535,0,5,7,4,2,1,2,1,0,12,10,3,0,4,35,1,22,8,4,1,1400,0,2,0,5000,24.5,0,32,0,18,11.25,11.25,0,1
830103,0,2,535,0,1,7,2,3,1,6,1,0,14,13,5,1,4,35,1,52,7,5,0,2000,0,2,0,76000,34.5,0,37,0,17,11.25,11.25,0,1
725926,0,2,462,0,1,7,4,2,1,6,0,1,7,20,7,0,4,24,0,70,6,3,0,600,0,2,0,19000,50.5,0,52,0,9,10.75,10.75,0,1
394083,0,3,999,0,1,35,4,3,1,2,1,0,15,16,5,1,5,13,1,7,8,6,0,500,0,2,0,15000,34.5,0,47,0,12,10.65,10.65,0,0
774222,0,3,999,0,1,12,4,4,1,2,1,0,7,20,7,1,4,35,0,7,8,7,0,1400,0,2,0,14000,44,0,17,0,12,11.25,11.25,1,0
390813,3,2,535,0,1,7,1,2,21,6,0,0,13,8,2,1,4,35,0,52,8,6,0,1400,0,2,1,8000,24.5,0,32,0,12,11.25,11.25,0,0
509013,8,1,535,0,1,12,1,3,21,6,1,0,5,30,10,1,6,35,1,37,9,2,1,1100,0,2,1,40000,44,0,42,0,16,11.25,11.25,0,1
769538,0,1,499,0,1,2,4,2,1,2,1,0,13,21,7,0,4,24,1,22,9,3,0,600,0,2,0,18000,50.5,0,22,0,9,10.75,10.75,0,1
347136,0,2,462,0,1,12,4,2,1,6,0,1,6,14,5,0,6,24,1,70,7,4,0,1300,0,2,0,50000,50.5,0,27,0,16,10.75,10.75,0,1
3895,12,0,535,0,1,2,1,2,22,2,0,0,11,23,7,0,4,35,1,22,9,1,1,700,0,2,1,32000,50.5,0,67,0,12,11.25,11.25,0,1
242796,0,3,999,0,1,2,4,5,1,2,1,0,15,8,2,1,4,59,1,7,7,6,0,1500,0,2,0,39000,50.5,0,47,0,14,10.45,10.45,0,0
382940,0,4,999,0,1,2,4,4,1,2,1,0,15,2,1,0,4,47,1,7,8,6,0,900,1,2,0,47000,50.5,1,57,0,9,10.5,10.5,0,1
475208,0,3,462,0,1,7,4,3,1,6,0,1,7,22,7,1,4,24,0,37,14,5,0,1000,0,2,0,7000,5,0,17,0,12,10.75,10.75,1,0
875218,0,3,535,0,1,12,4,2,1,2,1,0,7,7,2,1,5,35,1,37,5,6,0,1200,0,2,0,46000,50.5,0,47,0,12,11.25,11.25,0,0
278760,0,1,588,0,1,2,4,3,1,7,1,0,17,23,7,1,4,35,0,7,9,4,0,1000,0,2,0,7000,34.5,0,27,0,14,11.25,11.25,1,1
802049,0,2,421,0,1,2,1,3,3,2,0,0,12,9,3,1,4,24,0,37,7,4,1,1600,0,2,1,26000,50.5,0,27,1,14,10.75,10.75,0,1
846931,9,3,999,0,1,7,1,3,22,2,1,0,17,23,7,1,4,35,0,7,9,7,0,1400,0,2,0,1000,44,0,47,0,12,11.25,11.25,1,1
364470,0,2,825,0,1,2,4,3,1,6,1,0,14,13,5,1,4,48,1,22,7,5,1,1500,0,2,0,4000,50.5,0,32,0,16,11.2,11.2,0,1
723122,0,3,505,0,1,2,4,4,1,2,0,1,15,12,4,1,4,24,1,7,9,5,1,1900,0,2,0,20000,24.5,0,37,0,9,10.75,10.75,0,1
755230,0,3,505,1,1,7,4,5,1,2,1,0,15,12,4,1,4,35,0,22,7,9,0,1300,0,2,0,47000,50.5,0,32,0,14,11.25,11.25,0,1
349770,2,2,535,0,1,2,1,2,22,6,0,0,15,12,4,1,4,35,1,52,14,4,0,1100,0,2,1,54000,34.5,0,27,0,14,11.25,11.25,1,0
123974,0,3,999,0,1,2,1,2,3,2,0,0,18,23,7,0,4,48,0,7,8,4,1,1000,0,2,1,37000,50.5,0,32,1,16,11.2,11.2,0,1
247749,6,1,555,0,1,2,1,3,21,2,0,0,14,88,88,1,4,35,1,22,8,3,1,1000,0,2,1,48000,50.5,0,32,1,21,11.25,11.25,1,1
493285,0,2,999,0,1,2,4,2,1,2,1,0,7,3,1,0,4,35,1,7,8,4,0,900,0,2,0,24000,50.5,0,22,0,12,11.25,11.25,0,1
306,0,3,462,0,1,7,2,3,1,2,0,0,7,7,2,1,4,24,1,22,7,5,0,100,0,2,0,33000,50.5,0,32,0,13,10.75,10.75,0,0
561050,6,3,933,0,1,7,1,2,23,2,0,0,18,16,5,0,4,59,0,22,8,5,0,1400,1,2,0,8000,14.5,0,52,0,12,10.45,10.45,0,1
512481,0,2,535,1,1,7,2,2,1,2,1,0,10,8,2,1,4,35,1,52,7,5,0,1800,0,2,1,25000,50.5,0,37,0,14,11.25,11.25,0,0
856870,0,1,999,0,1,35,4,2,1,2,0,1,17,23,7,0,6,24,1,22,7,3,0,500,0,2,0,5000,14.5,0,17,0,12,10.75,10.75,0,1
270545,0,2,602,0,1,7,4,3,1,2,1,0,11,6,2,1,4,46,1,37,7,4,0,1200,0,2,0,28000,50.5,1,27,0,9,11,11,0,0
626519,0,3,535,0,1,17,2,6,1,2,1,0,9,10,3,1,6,35,1,22,7,10,1,1800,0,2,1,58000,50.5,0,37,0,14,11.25,11.25,0,1
498462,0,2,462,0,1,7,4,2,1,2,0,1,4,10,3,0,6,24,0,22,6,4,1,700,0,2,0,44000,50.5,0,52,0,13,10.75,10.75,0,1
774347,4,2,535,0,1,2,1,2,22,2,0,0,18,16,5,1,4,35,0,7,9,4,0,1000,0,2,1,25000,50.5,0,37,0,13,11.25,11.25,0,0
275714,0,2,535,0,1,7,4,3,1,1,1,0,19,5,2,1,4,35,1,22,7,6,1,1300,0,2,0,77000,50.5,0,32,0,14,11.25,11.25,0,1
275235,0,3,535,1,1,12,4,2,1,2,1,0,6,3,1,0,4,35,1,37,7,9,1,2300,0,2,0,150000,50.5,0,57,0,12,11.25,11.25,0,1
767259,0,2,205,0,1,27,4,2,1,2,1,0,19,14,5,0,4,12,0,52,6,6,0,300,0,2,0,76000,44,1,47,0,16,10.7,10.7,0,1
447071,4,5,933,0,4,2,1,7,23,2,1,0,17,3,1,1,4,59,0,7,14,10,0,1800,0,2,1,10000,50.5,0,32,0,12,10.45,10.45,0,0
438864,0,2,999,0,1,2,4,2,1,2,1,0,7,12,4,0,4,59,0,7,9,8,0,1000,0,2,0,39000,50.5,0,57,0,9,10.45,10.45,0,1
424677,10,1,535,0,1,7,1,2,22,6,1,0,6,30,10,0,4,35,1,37,6,2,1,900,0,2,1,29000,44,0,57,0,12,11.25,11.25,0,1
52985,0,1,462,1,1,12,4,2,1,2,0,1,6,6,2,0,6,24,0,22,7,3,0,1000,0,2,0,29000,50.5,0,27,0,14,10.75,10.75,0,1
150961,0,3,462,0,1,2,4,3,1,6,1,0,18,6,2,1,5,24,1,37,8,5,0,1000,0,2,0,33000,50.5,0,52,0,12,10.75,10.75,0,1
163877,0,2,532,0,1,2,1,4,22,7,1,0,15,12,4,1,4,35,1,7,14,4,0,1000,0,2,1,23000,44,0,42,0,12,11.25,11.25,1,0
276787,0,3,541,0,1,2,3,2,1,5,1,0,5,30,10,1,4,35,0,22,6,5,1,1300,0,2,0,25000,44,0,27,0,12,11.25,11.25,0,0
201939,0,2,421,0,1,12,4,2,1,2,0,1,7,20,7,1,4,24,1,22,6,4,0,1000,0,2,0,27000,44,0,37,0,9,10.75,10.75,0,0
561550,6,2,935,0,1,17,1,2,21,2,1,0,10,88,88,1,5,59,1,52,8,4,0,1300,0,2,1,56000,50.5,0,42,0,0,10.45,10.45,0,0
601921,6,3,535,0,1,12,1,3,22,2,1,0,15,2,1,1,5,35,0,37,5,5,0,1400,0,2,0,54000,50.5,0,37,0,16,11.25,11.25,0,1
29000,0,3,999,0,1,2,4,3,1,2,1,0,15,16,5,1,4,48,1,22,7,5,0,1400,0,2,0,79000,50.5,0,32,0,16,11.2,11.2,0,0
77130,7,2,535,1,1,7,1,2,21,2,0,0,6,2,1,0,6,35,1,22,9,3,1,1800,0,2,1,140000,50.5,0,32,1,16,11.25,11.25,0,1
323287,0,2,999,0,1,17,4,2,1,2,1,0,2,26,8,0,6,35,1,22,6,3,1,900,0,2,0,19000,44,0,22,0,9,11.25,11.25,0,1
930301,0,4,999,0,1,22,4,5,1,7,1,0,14,16,5,1,5,47,0,7,8,5,0,1100,1,2,0,44000,50.5,1,52,0,15,10.5,10.5,0,1
835836,0,2,421,0,1,2,4,2,1,7,0,1,10,18,7,1,4,24,1,7,8,4,0,1000,0,2,0,56000,50.5,0,57,0,16,10.75,10.75,0,0
60321,0,1,505,0,1,12,4,2,1,6,1,0,7,18,7,0,4,35,0,70,6,3,0,900,0,2,0,24000,50.5,0,27,0,16,11.25,11.25,0,1
793110,0,1,462,0,1,2,4,2,1,6,0,1,7,22,7,0,4,24,1,22,8,4,1,800,0,2,0,28000,50.5,0,22,0,14,10.75,10.75,0,1
475418,2,3,535,0,1,7,1,3,2,2,1,0,15,12,4,1,4,35,1,7,8,8,0,1200,0,2,1,42000,50.5,0,57,0,14,11.25,11.25,0,0
4095,3,2,535,0,1,7,1,5,21,6,0,0,15,15,5,1,4,35,1,22,5,3,0,1300,0,2,1,25000,24.5,0,32,0,12,11.25,11.25,1,1
526692,0,2,999,0,1,27,4,3,1,2,1,0,1,28,9,1,5,46,0,7,6,6,1,900,0,2,0,40000,50.5,0,37,0,9,11,11,0,1
558689,0,3,999,0,1,2,4,4,1,7,1,0,14,13,5,1,4,48,1,7,7,7,1,2600,0,2,0,110000,50.5,1,52,0,16,11.2,11.2,0,1
503912,0,2,825,0,1,7,1,3,3,2,0,0,2,4,1,1,4,48,1,37,7,3,1,1400,0,2,1,77000,34.5,0,47,1,16,11.2,11.2,0,1
208132,0,2,825,1,1,2,3,2,1,2,1,0,4,27,8,0,4,48,1,7,5,7,1,1400,0,2,0,83000,50.5,0,67,0,13,11.2,11.2,0,1
19259,8,4,835,0,1,35,1,2,22,6,1,0,4,24,8,0,5,48,1,70,5,6,1,1600,0,2,1,48000,44,0,57,0,9,11.2,11.2,0,1
408672,7,1,933,0,1,7,1,2,23,6,0,0,18,19,7,1,5,59,1,37,8,4,0,1200,0,2,1,2000,5,0,52,0,13,10.45,10.45,1,0
684045,0,1,499,0,1,2,4,2,1,2,0,1,19,16,5,0,4,24,1,7,7,3,1,600,0,2,0,16000,24.5,0,27,0,14,10.75,10.75,1,1
340920,0,2,999,0,1,2,4,2,1,2,0,1,19,14,5,1,4,24,1,7,8,4,0,800,0,2,0,66000,50.5,0,42,0,12,10.75,10.75,0,0
360161,0,2,462,0,1,22,4,2,1,2,0,1,6,7,2,1,6,24,0,70,6,4,1,800,0,2,0,44000,50.5,0,42,0,9,10.75,10.75,0,0
436178,2,2,535,0,1,22,1,7,21,5,0,0,13,26,8,1,6,35,0,52,7,3,0,1000,0,2,1,4000,5,0,27,0,12,11.25,11.25,1,1
878941,0,2,535,1,1,2,3,2,1,2,1,0,7,18,7,1,4,35,0,22,6,4,0,2600,0,2,0,46000,50.5,0,32,0,16,11.25,11.25,0,0
